compound_id,iupac_name,mw,lcms_text,nmr_1h_text,flag_asterisk,flag_imaging_conflict,provenance_file,provenance_sheet,provenance_row
60,3-acetyl-8-bromo-2-((4-(tert-butyl)benzyl)sulfinyl)-5-chloroquinolin-4(1H)-one,494.83,494,"¹H NMR (300 MHz, CDCl3) δ10.15(br,1H),7.62(d,J= 8.4 Hz, 1H), 7.25 (d, J= 8.4 Hz, 1H), 7.13 (d, J= 8.3 Hz, 2H), 6.96 (d, J= 8.3 Hz, 2H), 4.40 (dd, J= 53.3, 12.7 Hz, 2H),, 2.83 (s, 3H), 1.11 (s, 9H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,62
61,3-acetyl-8-bromo-5-chloro-2-((methoxymethyl)thio)quinolin-4(1H)-one,376.65,376,"¹H NMR (300 MHz, CDCl3) δ10.62(br,1H),7.69(d,J= 8.4 Hz, 1H), 7.24 (d, J= 8.4 Hz, 1H), 5.07 (s, 2H), 3.66 (s, 3H), 2.69 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,63
62,3-acetyl-8-bromo-5-chloro-2-mercaptoquinolin-4(1H)-one,332.6,332,"¹H NMR (300 MHz, CDCl3) δ10.11(br,1H),7.74(d,J= 8.5 Hz, 1H), 7.21 (d, J= 8.5 Hz, 1H), 3.15 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,64
63,3-acetyl-2-((4-benzoylbenzyl)sulfinyl)-8-bromo-5-chloroquinolin-4(1H)-one,542.83,542,"¹H NMR (300 MHz, CDCl3) δ10.29(br,1H),7.67(d,J= 8.4 Hz, 1H), 7.61 (d, J= 8.2 Hz, 2H), 7.37 - 7.59 (m, 5H), 7.31 (d, J= 8.4 Hz, 1H), 7.23 (d, J= 8.2 Hz, 2H), 4.51 (q, J= 12.6 Hz, 2H), 2.85 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,65
64,3-acetyl-8-bromo-5-chloro-2-((4-((trifluoromethyl)sulfinyl)benzyl)sulfinyl)quinolin-4(1H)-one,554.78,554,"¹H NMR (300 MHz, CDCl3)δ10.30 (br s, 1H), 7.70-7.62(m, 3H), 7.41-7.26(m, 3H), 4.55-4.45(q, J= 16.3 Hz, 2H), 2.84 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,66
65,"2-((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)acetonitrile",387.63,387,"¹H NMR (300 MHz, CDCl3) δ10.97(br,1H),7.87(d,J= 8.4 Hz, 1H), 7.43 (d, J= 8.5 Hz, 1H), 4.27 (q, J= 16.3 Hz, 2H), 2.84 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,67
66,"2-((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)thio)acetonitrile",371.63,371,"¹H NMR (300 MHz, CDCl3)δ7.96(d,J= 8.3 Hz, 1H), 7.36 (d, J= 8.3 Hz, 1H), 4.30 (s, 2H), 2.94 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,68
67,"(Z)-3-((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)thio)acrylic acid",402.64,402,"¹H NMR (300 MHz, MeOD) δ9.03 (br, 0.5H), 8.84 (br, 1H), 7.97 (d, J= 8.2 Hz, 1H), 7.91 (d, J= 8.3 Hz, 0.5H), 7.37 (d, J= 8.4 Hz, 1H), 7.31 (d, J= 8.3 Hz, 0.5H), 6.34 (d, J= 10.8 Hz, 0.5H), 6.22 (d, J= 10.3 Hz, 1H), 2.78 (s, 3H), 2.72 (s, 1.5H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,69
68,3-acetyl-8-bromo-5-chloro-2-((4-(pentafluoro-l6-sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,564.76,564,"¹H NMR (300 MHz, CDCl3)δ10.14 (s, 1H), 7.71 (d, J= 8.4 Hz, 1H), 7.57 (d, J= 8.7 Hz, 2H), 7.33 (d, J= 8.5 Hz, 1H), 7.20 (d, J= 8.3 Hz, 2H), 4.47 (dd, J= 30.2, 12.6 Hz, 2H), 2.87 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,70
69,3-acetyl-8-bromo-5-chloro-2-((2-fluoro-4-(pentafluoro-l6-sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,582.75,582,"¹H NMR (300 MHz, CDCl3) δ10.19(s,1H),7.71-7.68(d,J=8.43 Hz, 1H), 7.33-7.30(d, J=8.31 Hz, 1H), 4.73-4.40(q, J=13.0, 72.1 Hz, 2H), 2.83(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,71
70,3-acetyl-8-bromo-5-chloro-2-((4-(trifluoromethyl)benzyl)sulfinyl)quinolin-4(1H)-one,506.72,506,"¹H NMR (300 MHz, CDCl3)δ10.16 (s, 1H), 7.71 (d, J= 8.4 Hz, 1H), 7.46 (d, J= 8.1 Hz, 2H), 7.33 (d, J= 8.4 Hz, 1H), 7.25 (d, J= 8.0 Hz, 2H), 4.60 4.34 (m, 2H), 2.87 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,72
71,3-acetyl-8-bromo-5-chloro-2-((4-(trifluoromethoxy)benzyl)sulfinyl)quinolin-4(1H)-one,522.72,522,"¹H NMR (300 MHz, CDCl3) δ10.24(br,1H),7.69(d,J= 8.5 Hz, 1H), 7.30 (d, J= 8.4 Hz, 1H), 7.14 (d, J= 8.7 Hz, 2H), 7.04 (d, J= 8.1 Hz, 2H), 4.42 (q, J= 12.8 Hz, 2H), 2.84 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,73
72,3-acetyl-8-bromo-5-chloro-2-(((5-(trifluoromethyl)furan-2-yl)methyl)sulfinyl)quinolin-4(1H)-one,496.68,496,"¹H NMR (300 MHz, CDCl3)δ10.34 (s, 1H), 7.75 (d, J= 8.5 Hz, 1H), 7.36 (d, J= 8.4 Hz, 1H), 6.71 (s, 1H), 6.59 (d, J= 3.1 Hz, 1H), 4.58 (dd, J= 71.0, 14.1 Hz, 2H), 2.87 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,74
73,"4-(((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)benzonitrile",463.73,463,"¹H NMR (300 MHz, CDCl3)δ10.21(s, 1H), 775-7.72(d, J=8.4 Hz, 1H), 7.52-7.50(d, J=8.04 Hz, 2H), 7.36-7.33(d, J=8.43 Hz, 1H), 7.27-7.25(d, J=8.1 Hz, 2H), 4.50-4.39(q, J=12.4, 6.33 Hz, 2H), 2.84(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,75
74,3-acetyl-8-bromo-5-chloro-2-((2-chloro-6-fluorobenzyl)sulfinyl)quinolin-4(1H)-one,491.15,491,"¹H NMR (300 MHz, CDCl3) δ10.6(s,1H),7.75-7.72(d,J=8.4 Hz, 1H), 7.35-7.33(d, J=8.4 Hz, 1H), 7.31-7.28(m, 1H), 7.24-7.18(t, J=8.8 Hz, 1H), 7.01-6.96(t, J=8.0 Hz, 1H), 5.08-5.05(q, J=1.9, 11, 120 Hz, 2H), 2.82(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,76
75,3-acetyl-8-bromo-5-chloro-2-((2-methoxy-4-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,594.79,594,"¹H NMR (300 MHz, CDCl3) δ10.26(s,1H),7.69-7.67(d,J=8.40 Hz, 1H), 7.31-7.28(d, J=8.43 Hz, 1H), 4.80-4.40(q, J=13.0, 95.7 Hz, 2H), 2.82(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,77
76,3-acetyl-8-bromo-5-chloro-2-((3-fluoro-5-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,582.75,582,"¹H NMR (300 MHz, CDCl3)δ10.13 (s, 1H), 7.70 (d, J= 8.5 Hz, 1H), 7.38 (s, 1H), 7.33 (d, J= 8.6 Hz, 1H), 7.21 (d, J= 8.1 Hz, 1H), 7.09 (s, 1H), 4.44 (s, 2H), 2.84 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,78
77,3-acetyl-8-bromo-5-chloro-2-((3-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,564.76,564,"¹H NMR (300 MHz, CDCl3)δ10.06 (s, 1H), 7.59 7.68 (m, 2H), 7.29 7.38 (m, 4H), 4.47 (q, J= 12.8 Hz, 2H), 2.85 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,79
78,3-acetyl-8-bromo-5-chloro-2-(((perfluorophenyl)methyl)sulfinyl)quinolin-4(1H)-one,528.67,528,"¹H NMR (300 MHz, CDCl3) δ10.48(s,1H),7.79-7.77(d,J=8.43 Hz,1H), 7.38-7.36(d, J=8.31 Hz, 1H), 4.49-4.40(q, J=13.0, 128 Hz, 2H), 2.83(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,80
79,"3-acetyl-5,8-dichloro-2-((4-((trifluoromethyl)thio)benzyl)sulfinyl)quinolin-4(1H)-one",494.32,494,"¹H NMR (300 MHz, CDCl3)δ10.24(br s, 1H), 7.56-7.49 (m, 4H), 7.39-7.37(d,J=8.52 Hz, 2H), 7.21-7.18(d, J=7.68 Hz, 2H), 4.52-4.40(q, J=13.4 Hz, 2H), 2.87(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,81
80,"3-acetyl-5,8-difluoro-2-((4-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one",487.4,487,"¹H NMR (300 MHz, CDCl3)δ9.78(br s, 1H), 7.59-7.58 (d, J=8.49 Hz, 1H), 7.37-7.22(m, 3H), 7.06-6.98(m, 1H), 4.41(s, 2H), 2.84(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,82
81,"3-acetyl-5,8-difluoro-2-(((5-(trifluoromethyl)furan-2-yl)methyl)sulfinyl)quinolin-4(1H)-one",419.32,419,"¹H NMR (300 MHz, CDCl3)δ9.93(br s, 1H), 7.41-7.33(m, 1H), 7.08-7.00 (m, 1H), 6.71-6.69(m, 1H), 6.56-6.55(m, 1H), 4.66(d, J=14.1 Hz, 1H), 4.48-4.44(d, J=14.07 Hz, 1H), 2.83(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,83
82,"3-acetyl-5,8-difluoro-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",366.34,366,"¹H NMR (300 MHz, CDCl3)δ 10.45(br s, 1H), 7.61-7.59(d, J=8.49 Hz, 2H), 7.41-7.38 (d, J=8.46 Hz, 1H), 6.16(s, 1H), 4.51-4.39(q, J=13.5, 21.8 Hz, 2H), 2.81(s, 3H), 2.37(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,84
83,"3-acetyl-5,8-dichloro-2-((4-iodobenzyl)sulfinyl)quinolin-4(1H)-one",520.16,520,"¹H NMR (300 MHz, CDCl3)δ10.11(br s, 1H), 7.60-7.57(d, J= 8.46 Hz, 1H), 7.51-7.49 (d, J= 8.22 Hz, 2H), 7.40-7.37(d, J= 8.43 Hz, 1H), 6.83-6.81(d, J= 8.22 Hz, 2H), 4.32(s, 2H), 2.83(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,85
84,3-acetyl-8-bromo-5-chloro-2-((pyridin-3-ylmethyl)sulfinyl)quinolin-4(1H)-one,439.71,439,"¹H NMR (300 MHz, DMSO) δ8.41 (d, J= 4.6 Hz, 1H), 8.21 (s, 1H), 7.99 (d, J= 8.5 Hz, 1H), 7.52 (d, J= 7.9 Hz, 1H), 7.44 (d, J= 8.5 Hz, 1H), 7.25 (dd, J= 7.6, 4.6 Hz, 1H), 4.71 (d, J= 13.1 Hz, 1H), 4.37 (d, J= 13.0 Hz, 1H), 2.68 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,86
85,"5,8-difluoro-3-isobutyryl-2-((4-((trifluoromethyl)thio)benzyl)sulfinyl)quinolin-4(1H)-one",489.48,489,"¹H NMR (300 MHz, CDCl3+MeOD) δ7.60-6.92(m, 6H), 4.45-4.41(m, 1H), 4.35-4.31(m, 1H), 4.09-4.00 (m, 1H), 1.19-1.17(d, J= 6 Hz, 3H), 1.11-1.08(d, J= 7.17 Hz, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,87
86,"5,8-dichloro-3-isobutyryl-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",427.3,427,"¹H NMR (300 MHz, CDCl3)δ10.43(br s, 1H), 7.59-7.56(d, J= 8.43 Hz, 1H), 7.38-7.35(d, J= 8.43 Hz, 1H), 6.13(s, 1H), 4.50-4.39(d, J= 8.54 Hz, 2H), 4.14-4.05(m, 1H), 2.34(s, 3H). 1.21-1.15(dd, J= 6.8, 11.6 Hz, 6H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,88
87,"3-benzoyl-5,8-difluoro-2-((4-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one",549.48,549,"¹H NMR (300 MHz, CDCl3)δ7.74-7.27(m, 10H), 7.00-6.92 (m, 1H), 4.80-4.76(d, J= 12.66 Hz, 1H), 4.53-4.49(d, J= 12.6 Hz, 1H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,89
88,"3-benzoyl-5,8-dichloro-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",461.31,461,"¹H NMR (300 MHz, CDCl3)δ7.77-7.75(d, J= 6.75 Hz, 2H), 7.74-7.70 (d, J= 8.28 Hz, 1H), 7.59-7.31(m, 5H), 6.18(s, 1H), 4.68(s, 2H), 3.10(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,90
89,"methyl5-(((3-acetyl-5,8-dichloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)furan-2-carboxylate",442.26,442,"¹H NMR (300 MHz, CDCl3)δ10.24 (s, 1H), 7.56 (d, J= 8.5 Hz, 1H), 7.38 (d, J= 8.5 Hz, 1H), 7.05 (d, J= 3.4 Hz, 1H), 6.59 (d, J= 3.4 Hz, 1H), 4.65 (d, J= 13.9 Hz, 1H), 4.44 (d, J= 13.9 Hz, 1H), 3.60 (s, 3H), 2.85 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,91
90,"2-(((3-acetyl-5,8-dichloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)isoindoline-1,3-dione",463.29,463,"¹H NMR (300 MHz, CDCl3)δ10.52 (s, 1H), 8.00 7.74 (m, 4H), 7.62 (d, J= 8.4 Hz, 1H), 7.43 (d, J= 8.5 Hz, 1H), 5.74 (d, J= 12.6 Hz, 1H), 4.86 (d, J= 12.6 Hz, 1H), 2.87 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,92
91,"methyl4-(((3-acetyl-5,8-dichloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)benzoate",452.3,452,"¹H NMR (300 MHz, CDCl3)δ10.23 (s, 1H), 7.87 (d, J= 8.2 Hz, 2H), 7.52 (d, J= 8.4 Hz, 1H), 7.36 (d, J= 8.4 Hz, 1H), 7.23 (d, J= 8.2 Hz, 2H), 4.44 (q, J= 12.5 Hz, 2H), 3.89 (d, J= 5.4 Hz, 3H), 2.85 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,93
92,3-acetyl-5-methoxy-2-((4-(pentafluoro--sulfanyl)benzyl)thio)quinolin-4(1H)-one,465.45,465,"¹H NMR (300 MHz, CDCl3)δ8.18 (d, J= 9.0 Hz, 1H), 7.71 (d, J= 8.7 Hz, 2H), 7.60 (d, J= 8.4 Hz, 2H), 7.14 (d, J= 2.4 Hz, 1H), 7.08 (dd, J= 9.0, 2.5 Hz, 1H), 4.70 (s, 2H), 4.00 (s, 3H), 2.92 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,94
93,3-acetyl-5-methoxy-2-((4-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,481.45,481,"¹H NMR (300 MHz, CDCl3)δ9.63 (s, 1H), 8.28 (d, J= 9.0 Hz, 1H), 7.57 (d, J= 8.6 Hz, 2H), 7.23 (s, 1H), 7.04 (dd, J= 9.0, 2.2 Hz, 1H), 6.54 (d, J= 2.2 Hz, 1H), 4.39 (dd, J= 36.0, 12.5 Hz, 2H), 3.87 (d, J= 10.5 Hz, 3H), 2.87 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,95
94,3-acetyl-5-methoxy-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,360.38,360,"¹H NMR (300 MHz, CDCl3)δ10.43 (s, 1H), 8.34 (d, J= 9.0 Hz, 1H), 7.08 (d, J= 8.9 Hz, 1H), 6.93 (s, 1H), 6.08 (s, 1H), 4.45 (dd, J= 60.6, 13.3 Hz, 2H), 3.91 (s, 3H), 2.87 (s,3H), 2.32 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,96
95,8-bromo-5-chloro-3-isobutyryl-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,471.75,471,"¹H NMR (300 MHz, CDCl3)δ10.49(br s, 1H), 7.75-7.72 (d, J=8.43 Hz, 1H), 7.34-7.31(d, J=8.37 Hz, 1H), 6.13(s, 1H), 4.47(s, 2H), 4.16-4.07(m, 1H), 2.35(s, 3H), 1.23-1.17(dd, J=6.7, 12.0 Hz, 6H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,97
96,8-bromo-5-chloro-3-(cyclopropanecarbonyl)-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,469.73,469,"¹H NMR (300 MHz, CDCl3)δ10.44(br s, 1H), 7.75-7.72 (d, J=8.43 Hz, 1H), 7.34-7.31(d, J=8.4 Hz, 1H), 6.11(s, 1H), 4.48-4.37(q, J=10.5 Hz, 2H), 3.70-3.62(m, 1H), 2.35(s, 3H), 1.28-1.05(m, 4H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,98
97,"5,8-dichloro-3-(cyclopropanecarbonyl)-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",425.28,425,"¹H NMR (300 MHz, CDCl3)δ10.42(br s, 1H), 7.61-7.58 (d, J=8.43 Hz, 1H), 7.41-7.38(d, J=8.43 Hz, 1H), 6.12(s, 1H), 4.49-4.37(q, J=11.7 Hz, 2H), 3.71-3.62(m, 1H), 2.36(s, 3H), 1.29-1.06(m, 4H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,99
98,"5-(((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)thiophene-2-carbonitrile",469.75,469,"¹H NMR (300 MHz, CDCl3)δ10.31(br s, 1H), 7.79-7.77 (d, J= 8.43 Hz, 1H), 7.42-7.36(m, 2H), 6.91-6.86(d, J= 3.84 Hz, 1H), 4.77-4.72(d, J= 13.74 , 1H), 4.63-4.59(d, J= 13.71, 1H), 2.86(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,100
99,2-(((6-(1H-pyrazol-1-yl)pyridin-3-yl)methyl)sulfinyl)-3-acetyl-8-bromo-5-chloroquinolin-4(1H)-one,505.77,505,"¹H NMR (300 MHz, DMSO-d6)δ10.00(br s, 1H), 8.46-8.45 (s,1H), 8.11(s, 1H), 7.89-7.86(d, J=8.46 Hz, 1H), 7.80(s, 1H), 7.79-7.71(m, 2H), 7.41-7.38(d, J=8.37 Hz, 1H), 6.55(s, 1H), 4.79-4.75(d, J=12.99 Hz, 1H), 4.43-4.38(d, J=13.08 Hz, 1H), 2.70(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,101
100,3-acetyl-2-(((6-aminopyridin-3-yl)methyl)sulfinyl)-8-bromo-5-chloroquinolin-4(1H)-one,454.72,454,"¹H NMR (300 MHz, DMSO-d6)δ8.22-7.65 (m, 4H), 7.09-7.06(m, 1H), 4.36-4.32(m,1H), 4.14-4.11(m, 1H), 2.88(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,102
101,8-bromo-5-chloro-3-(cyclopropanecarbonyl)-2-((4-((trifluoromethyl)thio)benzyl)sulfinyl)quinolin-4(1H)-one,564.82,564,"¹H NMR (300 MHz, DMSO-d6)δ10.11(br s, 1H), 8.08-8.06 (d,J=8.43 Hz, 1H), 7.55-7.52(d, J =7.71 Hz, 2H), 7.45-7.43(d, J=8.37 Hz, 1H), 7.20-7.17(d, J=7.71 Hz, 2H), 4.65-4.61(d, J=12.66 Hz, 1H), 4.42-4.37(d, J=12.87 Hz, 1H), 3.55-3.47(m, 1H), 1.28-1.02(m, 4H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,103
102,3-acetyl-8-bromo-5-chloro-2-(((2-methyl-6-(trifluoromethyl)pyridin-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,521.73,521,"¹H NMR (300 MHz, DMSO-d6)δ10.32(br s, 1H), 8.02-7.99(d, J=8.46 Hz, 1H), 7.68-7.65(d, J=7.98 Hz, 1H), 7.55-7.52(d, J=7.89 Hz, 1H), 7.45-7.42(d, J=8.49 Hz, 1H), 4.95-4.91(d, J=13.41 Hz, 1H), 4.51-4.46(d,J= 13.08 Hz, 2H), 2.68(s, 3H), 2.61(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,104
103,"N-(4-(((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)phenyl)methanesulfonamide",531.82,531,"¹H NMR (300 MHz, DMSO-d6)δ10.25(br s, 1H), 8.01 (m, 1H), 7.67-7.64(m, 1H), 7.41-6.98(m,6H),4.79-4.50(m,2H), 4.30-4.22(m, 2H), 2.81(s, 3H), 2.68(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,105
104,3-acetyl-8-bromo-5-chloro-2-(((6-chloropyridin-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,474.15,474,"¹H NMR (300 MHz, CDCl3)δ10.20 (s, 1H), 8.10 (s, 1H), 7.76 (d, J= 8.4 Hz, 1H), 7.51 (d, J= 7.8 Hz, 1H), 7.36 (d, J= 8.4 Hz, 1H), 7.24 (d, J= 8.1 Hz, 1H), 4.41 (dd, J= 26.8, 13.0 Hz, 2H), 2.86 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,106
105,3-acetyl-8-bromo-5-chloro-2-(((6-((2-methoxyethyl)amino)pyridin-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,512.8,512,"¹H NMR (300 MHz, CDCl3) δ 12.59 (s,1H), 7.75 (d,J= 8.2 Hz, 1H), 7.63 (d, J= 7.6 Hz, 1H), 7.04 (d, J= 8.2 Hz, 2H), 6.11 (d, J= 7.6 Hz, 1H), 4.61 4.53 (m, 1H), 3.90 3.84 (m, 1H), 3.71 3.65 (m, 2H), 3.64 3.55 (m, 2H), 3.41 (s, 3H), 3.33 (s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,107
106,"3-acetyl-8-bromo-5-chloro-2-(((4-methyl-1,2,5-oxadiazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",444.68,444,"¹H NMR (300 MHz, DMSO-d6)δ 7.76-7.73(d, J= 8.5 Hz, 1H), 7.08-7.06(d, J= 8.5 Hz, 1H), 4.52-4.48(d, J= 12.0 Hz, 1H), 4.28-4.23 (d, J= 12.0 Hz, 1H), 2.50(s, 3H), 2.44(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,108
107,"2-(((1H-pyrrolo[2,3-b]pyridin-5-yl)methyl)sulfinyl)-3-acetyl-8-bromo-5-chloroquinolin-4(1H)-one",478.75,478,"¹H NMR (300 MHz, DMSO-d6)δ11.62(br s, 1H), 8.00-7.32 (m, 5H), 6.38(s, 1H), 4.62-4.58(m, 1H), 4.20-4.10(m, 1H), 2.60(s, 3H).",False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표4,109
