compound_id,iupac_name,smiles_raw,provenance_file,provenance_sheet,provenance_row,variable,value
62,"N-{(1R)-1-[3-(2-aminopyrimidin-5-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NC1=NC=C(C=N1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,63,EGFR kinase inhibition IC50,
63,"N-[(1R)-1-{3-[(E)-2-cyclopropylethenyl]phenyl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CC1)/C=C/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,64,KRAS-SOS1 Interaction,1.13e-06
63,"N-[(1R)-1-{3-[(E)-2-cyclopropylethenyl]phenyl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CC1)/C=C/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,64,KRAS-Activation by SOS high GTP,1.87e-06
63,"N-[(1R)-1-{3-[(E)-2-cyclopropylethenyl]phenyl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CC1)/C=C/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,64,KRAS-Activation by SOS no GTP,1.88e-06
63,"N-[(1R)-1-{3-[(E)-2-cyclopropylethenyl]phenyl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CC1)/C=C/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,64,EGFR kinase inhibition IC50,
64,"N-{(1R)-1-[2'-(ethoxymethyl)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C)OCC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,65,KRAS-SOS1 Interaction,1.4e-06
64,"N-{(1R)-1-[2'-(ethoxymethyl)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C)OCC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,65,KRAS-Activation by SOS high GTP,1.98e-06
64,"N-{(1R)-1-[2'-(ethoxymethyl)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C)OCC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,65,KRAS-Activation by SOS no GTP,2.21e-06
64,"N-{(1R)-1-[2'-(ethoxymethyl)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C)OCC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,65,EGFR kinase inhibition IC50,
65,"N-[(1R)-1-(3'-fluoro-5'-methoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",FC=1C=C(C=C(C1)OC)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,66,KRAS-SOS1 Interaction,5.78e-06
65,"N-[(1R)-1-(3'-fluoro-5'-methoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",FC=1C=C(C=C(C1)OC)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,66,KRAS-Activation by SOS high GTP,8.34e-06
65,"N-[(1R)-1-(3'-fluoro-5'-methoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",FC=1C=C(C=C(C1)OC)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,66,KRAS-Activation by SOS no GTP,1.35e-05
65,"N-[(1R)-1-(3'-fluoro-5'-methoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",FC=1C=C(C=C(C1)OC)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,66,EGFR kinase inhibition IC50,
66,"6,7-dimethoxy-N-{(1R)-1-[3-(5-methoxy-1-benzofuran-2-yl)phenyl]ethyl}-2-methylquinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1OC2=C(C1)C=C(C=C2)OC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,67,KRAS-SOS1 Interaction,3.48e-06
66,"6,7-dimethoxy-N-{(1R)-1-[3-(5-methoxy-1-benzofuran-2-yl)phenyl]ethyl}-2-methylquinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1OC2=C(C1)C=C(C=C2)OC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,67,KRAS-Activation by SOS high GTP,4.55e-06
66,"6,7-dimethoxy-N-{(1R)-1-[3-(5-methoxy-1-benzofuran-2-yl)phenyl]ethyl}-2-methylquinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1OC2=C(C1)C=C(C=C2)OC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,67,KRAS-Activation by SOS no GTP,8.8e-06
66,"6,7-dimethoxy-N-{(1R)-1-[3-(5-methoxy-1-benzofuran-2-yl)phenyl]ethyl}-2-methylquinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1OC2=C(C1)C=C(C=C2)OC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,67,EGFR kinase inhibition IC50,
67,"N-[(1R)-1-(2'-butoxy-6'-fluorobiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C(CCC)OC1=C(C(=CC=C1)F)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,68,KRAS-SOS1 Interaction,9.98e-06
67,"N-[(1R)-1-(2'-butoxy-6'-fluorobiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C(CCC)OC1=C(C(=CC=C1)F)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,68,KRAS-Activation by SOS high GTP,1.98e-05
67,"N-[(1R)-1-(2'-butoxy-6'-fluorobiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C(CCC)OC1=C(C(=CC=C1)F)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,68,KRAS-Activation by SOS no GTP,0.54
67,"N-[(1R)-1-(2'-butoxy-6'-fluorobiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C(CCC)OC1=C(C(=CC=C1)F)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,68,EGFR kinase inhibition IC50,
68,"5-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)pyridin-2-ol",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=CC(=NC1)O,data/bronze/artifacts/2018_raw.xlsx,Sheet1,69,KRAS-SOS1 Interaction,1.37e-07
68,"5-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)pyridin-2-ol",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=CC(=NC1)O,data/bronze/artifacts/2018_raw.xlsx,Sheet1,69,KRAS-Activation by SOS high GTP,4.86e-07
68,"5-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)pyridin-2-ol",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=CC(=NC1)O,data/bronze/artifacts/2018_raw.xlsx,Sheet1,69,KRAS-Activation by SOS no GTP,4.71e-07
68,"5-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)pyridin-2-ol",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=CC(=NC1)O,data/bronze/artifacts/2018_raw.xlsx,Sheet1,69,EGFR kinase inhibition IC50,6.92e-06
69,"2-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-4-yl)-2-methylpropanenitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(C#N)(C)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,70,KRAS-SOS1 Interaction,3.92e-06
69,"2-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-4-yl)-2-methylpropanenitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(C#N)(C)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,70,KRAS-Activation by SOS high GTP,5.41e-06
69,"2-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-4-yl)-2-methylpropanenitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(C#N)(C)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,70,KRAS-Activation by SOS no GTP,9.97e-06
69,"2-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-4-yl)-2-methylpropanenitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(C#N)(C)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,70,EGFR kinase inhibition IC50,
70,"6,7-dimethoxy-2-methyl-N-[1-(5-phenylthiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,71,KRAS-SOS1 Interaction,6.82e-06
70,"6,7-dimethoxy-2-methyl-N-[1-(5-phenylthiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,71,KRAS-Activation by SOS high GTP,8.82e-06
70,"6,7-dimethoxy-2-methyl-N-[1-(5-phenylthiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,71,KRAS-Activation by SOS no GTP,0.47
70,"6,7-dimethoxy-2-methyl-N-[1-(5-phenylthiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,71,EGFR kinase inhibition IC50,
71,"N-[(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-3-yl)methyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)CNS(=O)(=O)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,72,KRAS-SOS1 Interaction,3.93e-07
71,"N-[(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-3-yl)methyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)CNS(=O)(=O)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,72,KRAS-Activation by SOS high GTP,8.43e-07
71,"N-[(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-3-yl)methyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)CNS(=O)(=O)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,72,KRAS-Activation by SOS no GTP,6.8e-07
71,"N-[(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-3-yl)methyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)CNS(=O)(=O)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,72,EGFR kinase inhibition IC50,
72,"N-[(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-4-yl)methyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)CNS(=O)(=O)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,73,KRAS-SOS1 Interaction,7.37e-07
72,"N-[(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-4-yl)methyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)CNS(=O)(=O)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,73,KRAS-Activation by SOS high GTP,8.68e-07
72,"N-[(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-4-yl)methyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)CNS(=O)(=O)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,73,KRAS-Activation by SOS no GTP,8.82e-07
72,"N-[(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-4-yl)methyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)CNS(=O)(=O)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,73,EGFR kinase inhibition IC50,
73,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N-propylbiphenyl-4-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)NCCC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,74,KRAS-SOS1 Interaction,4.27e-07
73,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N-propylbiphenyl-4-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)NCCC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,74,KRAS-Activation by SOS high GTP,5.54e-07
73,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N-propylbiphenyl-4-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)NCCC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,74,KRAS-Activation by SOS no GTP,4.95e-07
73,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N-propylbiphenyl-4-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)NCCC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,74,EGFR kinase inhibition IC50,
74,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N-[2-(dimethylamino)ethyl]biphenyl-4-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)NCCN(C)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,75,KRAS-SOS1 Interaction,1.49e-07
74,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N-[2-(dimethylamino)ethyl]biphenyl-4-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)NCCN(C)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,75,KRAS-Activation by SOS high GTP,2.23e-07
74,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N-[2-(dimethylamino)ethyl]biphenyl-4-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)NCCN(C)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,75,KRAS-Activation by SOS no GTP,2.61e-07
74,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N-[2-(dimethylamino)ethyl]biphenyl-4-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)NCCN(C)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,75,EGFR kinase inhibition IC50,
75,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-3-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C1=NNC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,76,KRAS-SOS1 Interaction,5.88e-07
75,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-3-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C1=NNC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,76,KRAS-Activation by SOS high GTP,1.15e-06
75,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-3-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C1=NNC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,76,KRAS-Activation by SOS no GTP,1.01e-06
75,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-3-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C1=NNC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,76,EGFR kinase inhibition IC50,
76,"N-[(1R)-1-{3-[(2E)-but-2-en-2-yl]phenyl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C/C(=C\C)/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,77,KRAS-SOS1 Interaction,4.71e-07
76,"N-[(1R)-1-{3-[(2E)-but-2-en-2-yl]phenyl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C/C(=C\C)/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,77,KRAS-Activation by SOS high GTP,1.19e-06
76,"N-[(1R)-1-{3-[(2E)-but-2-en-2-yl]phenyl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C/C(=C\C)/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,77,KRAS-Activation by SOS no GTP,9.52e-07
76,"N-[(1R)-1-{3-[(2E)-but-2-en-2-yl]phenyl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C/C(=C\C)/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,77,EGFR kinase inhibition IC50,
77,"N-[(1R)-1-(5'-chloro-2'-propoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",ClC=1C=CC(=C(C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)OCCC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,78,KRAS-SOS1 Interaction,7.88e-06
77,"N-[(1R)-1-(5'-chloro-2'-propoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",ClC=1C=CC(=C(C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)OCCC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,78,KRAS-Activation by SOS high GTP,9.83e-06
77,"N-[(1R)-1-(5'-chloro-2'-propoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",ClC=1C=CC(=C(C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)OCCC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,78,KRAS-Activation by SOS no GTP,1.99e-05
77,"N-[(1R)-1-(5'-chloro-2'-propoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",ClC=1C=CC(=C(C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)OCCC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,78,EGFR kinase inhibition IC50,
78,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(1E)-3-phenylprop-1-en-1-yl]phenyl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\CC1=CC=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,79,KRAS-SOS1 Interaction,8.55e-06
78,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(1E)-3-phenylprop-1-en-1-yl]phenyl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\CC1=CC=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,79,KRAS-Activation by SOS high GTP,0.45
78,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(1E)-3-phenylprop-1-en-1-yl]phenyl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\CC1=CC=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,79,KRAS-Activation by SOS no GTP,0.31
78,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(1E)-3-phenylprop-1-en-1-yl]phenyl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\CC1=CC=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,79,EGFR kinase inhibition IC50,
79,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4'-(morpholin-4-yl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)N1CCOCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,80,KRAS-SOS1 Interaction,1.55e-06
79,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4'-(morpholin-4-yl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)N1CCOCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,80,KRAS-Activation by SOS high GTP,9.37e-07
79,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4'-(morpholin-4-yl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)N1CCOCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,80,KRAS-Activation by SOS no GTP,1.85e-06
79,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4'-(morpholin-4-yl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)N1CCOCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,80,EGFR kinase inhibition IC50,
80,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3'-(morpholin-4-yl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)N1CCOCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,81,KRAS-SOS1 Interaction,7.21e-07
80,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3'-(morpholin-4-yl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)N1CCOCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,81,KRAS-Activation by SOS high GTP,7.11e-07
80,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3'-(morpholin-4-yl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)N1CCOCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,81,KRAS-Activation by SOS no GTP,1.12e-06
