compound_id,target_id,assay_id,qualifier,value_std,unit_std,year,qc_pass,provenance_file,provenance_sheet,provenance_row,smiles_raw
Example 391,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,94,
Example 392,cell:HCT116.WT,cell.proliferation.ic50,=,6.86,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,95,
Example 392,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,95,
Example 393,cell:HCT116.WT,cell.proliferation.ic50,=,8.21,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,96,
Example 393,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,96,
Example 394,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,97,
Example 394,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,97,
Example 395,cell:HCT116.WT,cell.proliferation.ic50,=,2.37,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,98,
Example 395,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,98,
Example 396,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,99,
Example 396,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,99,
Example 397,cell:HCT116.WT,cell.proliferation.ic50,=,7.96,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,100,
Example 397,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,100,
Example 398,cell:HCT116.WT,cell.proliferation.ic50,=,4.78,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,101,
Example 398,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,101,
Example 399,prmt5,prmt5.enzyme.ki.A,<,0.1,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,102,
Example 399,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,102,
Example 400,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,103,
Example 401,cell:HCT116.WT,cell.proliferation.ic50,=,1.57,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,104,
Example 401,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,104,
Example 402,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,105,
Example 403,cell:HCT116.WT,cell.proliferation.ic50,=,8.88,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,106,
Example 403,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,106,
Example 404,cell:HCT116.WT,cell.proliferation.ic50,=,3.16,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,107,
Example 404,prmt5,prmt5.enzyme.ki.A,=,1.68,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,107,
Example 404,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,107,
Example 405,cell:HCT116.WT,cell.proliferation.ic50,=,1.035,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,108,
Example 405,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,108,
Example 406,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,109,
Example 406,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,109,
Example 407,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,110,
Example 407,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,110,
Example 408,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,111,
Example 408,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,111,
Example 409,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,112,
Example 409,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,112,
Example 410,cell:HCT116.WT,cell.proliferation.ic50,=,5.39,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,113,
Example 410,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,113,
Example 411,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,114,
Example 411,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,114,
Example 412,cell:HCT116.WT,cell.proliferation.ic50,=,4.05,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,115,
Example 412,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,115,
Example 413,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,116,
Example 413,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,116,
Example 414,cell:HCT116.WT,cell.proliferation.ic50,=,5.18,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,117,
Example 414,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,117,
Example 415,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,118,
Example 416,cell:HCT116.WT,cell.proliferation.ic50,=,6.65,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,119,
Example 416,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,119,
Example 417,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,120,
Example 417,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,120,
Example 418,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,121,
Example 418,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,121,
Example 419,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,122,
Example 419,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,122,
Example 420,cell:HCT116.WT,cell.proliferation.ic50,=,3.45,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,123,
Example 420,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,123,
Example 421,cell:HCT116.WT,cell.proliferation.ic50,=,1.13,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,124,
Example 421,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,124,
Example 422,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,125,
Example 422,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,125,
Example 423,cell:HCT116.WT,cell.proliferation.ic50,=,1.83,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,126,
Example 423,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,126,
Example 424,cell:HCT116.WT,cell.proliferation.ic50,=,9.08,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,127,
Example 424,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,127,
Example 425,cell:HCT116.WT,cell.proliferation.ic50,=,2.17,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,128,
Example 425,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,128,
Example 426,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,129,
Example 426,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,129,
Example 427,cell:HCT116.WT,cell.proliferation.ic50,=,4.25,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,130,
Example 427,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,130,
Example 428,cell:HCT116.WT,cell.proliferation.ic50,=,3.68,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,131,
Example 428,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,131,
Example 429,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,132,
Example 430,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,133,
Example 430,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,133,
Example 431,cell:HCT116.WT,cell.proliferation.ic50,=,3.21,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,134,
Example 431,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,134,
Example 432,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,135,
Example 433,cell:HCT116.WT,cell.proliferation.ic50,=,1.17,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,136,
Example 433,prmt5,prmt5.enzyme.ki.A,=,1.26,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,136,
Example 433,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,136,
Example 434,cell:HCT116.WT,cell.proliferation.ic50,=,2.42,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,137,
Example 434,prmt5,prmt5.enzyme.ki.A,<,0.1,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,137,
Example 434,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,137,
Example 435,cell:HCT116.WT,cell.proliferation.ic50,=,3.28,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,138,
Example 435,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,138,
Example 436,cell:HCT116.WT,cell.proliferation.ic50,=,3.72,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,139,
Example 436,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,139,
Example 437,cell:HCT116.WT,cell.proliferation.ic50,=,1.35,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,140,
Example 437,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,140,
Example 438,cell:HCT116.WT,cell.proliferation.ic50,=,8.79,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,141,
Example 438,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,141,
Example 439,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,142,
Example 439,prmt5,prmt5.enzyme.ki.A,=,1.19,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,142,
Example 439,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,142,
Example 440,prmt5,prmt5.enzyme.ki.A,<,0.1,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,143,
Example 440,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,143,
Example 441,cell:HCT116.WT,cell.proliferation.ic50,=,2.81,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,144,
Example 441,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,144,
Example 442,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,145,
Example 442,prmt5,prmt5.enzyme.ki.A,=,6.87,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,145,
Example 442,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,145,
Example 443,cell:HCT116.WT,cell.proliferation.ic50,=,2.08,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,146,
Example 443,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,146,
Example 444,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,147,
Example 444,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,147,
Example 445,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,148,
Example 445,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,148,
Example 446,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,149,
Example 447,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,150,
Example 447,prmt5,prmt5.enzyme.ki.A,=,5.51,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,150,
Example 447,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,150,
Example 448,cell:HCT116.WT,cell.proliferation.ic50,=,5.23,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,151,
Example 448,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,151,
Example 449,cell:HCT116.WT,cell.proliferation.ic50,=,5.9,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,152,
Example 449,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,152,
Example 450,cell:HCT116.WT,cell.proliferation.ic50,=,2.02,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,153,
Example 450,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,153,
Example 451,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,154,
Example 452,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,155,
Example 453,cell:HCT116.WT,cell.proliferation.ic50,=,1.72,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,156,
Example 453,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,156,
Example 454,cell:HCT116.WT,cell.proliferation.ic50,=,3.94,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,157,
Example 454,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,157,
Example 455,cell:HCT116.WT,cell.proliferation.ic50,=,2.94,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,158,
Example 455,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,158,
Example 456,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,159,
Example 457,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,160,
Example 457,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,160,
Example 458,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,161,
Example 458,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,161,
Example 459,cell:HCT116.WT,cell.proliferation.ic50,=,2.34,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,162,
Example 459,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,162,
Example 460,cell:HCT116.WT,cell.proliferation.ic50,=,7.85,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,163,
Example 460,prmt5,prmt5.enzyme.ki.A,=,1.82,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,163,
Example 460,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,163,
Example 461,cell:HCT116.WT,cell.proliferation.ic50,=,7.78,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,164,
Example 461,prmt5,prmt5.enzyme.ki.A,=,1.23,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,164,
Example 461,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,164,
Example 462,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,165,
Example 462,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,165,
Example 463,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,166,
Example 463,prmt5,prmt5.enzyme.ki.A,=,1.23,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,166,
Example 463,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,166,
Example 464,cell:HCT116.WT,cell.proliferation.ic50,=,1.51,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,167,
Example 464,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,167,
Example 465,prmt5,prmt5.enzyme.ki.A,<,0.1,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,168,
Example 465,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,168,
Example 466,cell:HCT116.WT,cell.proliferation.ic50,=,4.27,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,169,
Example 466,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,169,
Example 467,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,170,
Example 468,prmt5,prmt5.enzyme.ki.A,<,0.1,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,171,
Example 468,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,171,
Example 469,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,172,
Example 470,cell:HCT116.WT,cell.proliferation.ic50,=,2.21,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,173,
Example 470,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,173,
Example 471,cell:HCT116.WT,cell.proliferation.ic50,=,3.11,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,174,
Example 471,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,174,
Example 472,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,175,
Example 472,prmt5,prmt5.enzyme.ki.A,=,1.04,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,175,
Example 472,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,175,
Example 473,cell:HCT116.WT,cell.proliferation.ic50,=,5.11,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,176,
Example 473,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,176,
Example 474,cell:HCT116.WT,cell.proliferation.ic50,=,3.27,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,177,
Example 474,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,177,
Example 475,cell:HCT116.WT,cell.proliferation.ic50,=,4.46,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,178,
Example 475,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,178,
Example 476,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,179,
Example 476,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,179,
Example 477,cell:HCT116.WT,cell.proliferation.ic50,=,5.64,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,180,
Example 477,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,180,
Example 478,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,181,
Example 478,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,181,
Example 479,cell:HCT116.WT,cell.proliferation.ic50,=,1.22,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,182,
Example 479,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,182,
Example 480,cell:HCT116.WT,cell.proliferation.ic50,=,1.46,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,183,
Example 480,prmt5,prmt5.enzyme.ki.A,=,1.49,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,183,
Example 480,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,183,
Example 481,cell:HCT116.WT,cell.proliferation.ic50,=,4.45,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,184,
Example 481,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,184,
Example 482,cell:HCT116.WT,cell.proliferation.ic50,=,4.32,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,185,
Example 482,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,185,
Example 483,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,186,
Example 483,prmt5,prmt5.enzyme.ki.A,=,1.02,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,186,
Example 483,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,186,
Example 484,cell:HCT116.WT,cell.proliferation.ic50,=,2.33,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,187,
Example 484,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,187,
Example 485,cell:HCT116.WT,cell.proliferation.ic50,=,4.68,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,188,
Example 485,prmt5,prmt5.enzyme.ki.A,=,3.53,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,188,
Example 485,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,188,
Example 486,cell:HCT116.WT,cell.proliferation.ic50,=,3.83,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,189,
Example 486,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,189,
Example 487,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,190,
Example 488,cell:HCT116.WT,cell.proliferation.ic50,=,1.28,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,191,
Example 488,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,191,
Example 489,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,192,
Example 490,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,193,
Example 490,prmt5,prmt5.enzyme.ki.A,=,1.01,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,193,
Example 490,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,193,
Example 491,cell:HCT116.WT,cell.proliferation.ic50,=,1.27,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,194,
Example 491,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,194,
Example 492,cell:HCT116.WT,cell.proliferation.ic50,=,3.39,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,195,
Example 492,prmt5,prmt5.enzyme.ki.B,,,nM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,195,
