compound_id,smiles_raw,iupac_name,provenance_file,provenance_sheet,provenance_row
88,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1N(C2=CC=CC=C2C1)C,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1H-indol-2-yl)phenyl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,89
89,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\CCC,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(1E)-pent-1-en-1-yl]phenyl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,90
90,C1(CCCCC1)/C=C/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[(1R)-1-{3-[(E)-2-cyclohexylethenyl]phenyl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,91
91,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)OC1=CC=CC=C1,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(2'-phenoxybiphenyl-3-yl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,92
92,C(C)(C)(C)OC(NC1=CC=C(C=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,"tert-butyl(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-4-yl)carbamate",data/bronze/artifacts/2018_raw.xlsx,Sheet1,93
93,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)/C=C/C#N,"(2E)-3-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-3-yl)prop-2-enenitrile",data/bronze/artifacts/2018_raw.xlsx,Sheet1,94
94,CC1=C(C=CC(=C1)C)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[(1R)-1-(2',4'-dimethylbiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,95
95,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(S1)C(C)=O,"1-[5-(3-((1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)thiophen-2-yl]ethanone",data/bronze/artifacts/2018_raw.xlsx,Sheet1,96
96,O1COC2=C1C=CC(=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,"N-{(1R)-1-[3-(1,3-benzodioxol-5-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,97
97,C(C1=CC=CC=C1)OC1=CC=C(C=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{(1R)-1-[4'-(benzyloxy)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,98
98,O1CCOC2=C1C=CC(=C2)C2=CC=C(S2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,"N-{1-[5-(2,3-dihydro-1,4-benzodioxin-6-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,99
99,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)OC,"6,7-dimethoxy-N-[(1R)-1-(3'-methoxybiphenyl-3-yl)ethyl]-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,100
100,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)C(F)(F)F,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3'-(trifluoromethyl)biphenyl-3-yl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,101
101,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C(=CC=CC1)S(=O)(=O)N(C)C,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N,N-dimethylbiphenyl-2-sulfonamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,102
102,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)OCCC,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(2'-propoxybiphenyl-3-yl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,103
103,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C(=CC=CC1)C(=O)N(C)C,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N,N-dimethylbiphenyl-2-carboxamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,104
104,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)COC,"6,7-dimethoxy-N-{(1R)-1-[2'-(methoxymethyl)biphenyl-3-yl]ethyl}-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,105
105,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=C2C=CN(C2=CC1)C,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1H-indol-5-yl)phenyl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,106
106,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)C(=O)N(C)C,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N,N-dimethylbiphenyl-3-carboxamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,107
107,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(S1)CO,"[5-(3-((1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)thiophen-2-yl]methanol",data/bronze/artifacts/2018_raw.xlsx,Sheet1,108
108,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C1=C(C=NC=C1)C,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(3-methylpyridin-4-yl)phenyl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,109
109,N1C=CC2=CC=C(C=C12)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{(1R)-1-[3-(1H-indol-6-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,110
110,N1C=CC2=C(C=CC=C12)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{(1R)-1-[3-(1H-indol-4-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,111
111,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NC(=NC1)OC,"6,7-dimethoxy-N-{(1R)-1-[3-(2-methoxypyrimidin-5-yl)phenyl]ethyl}-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,112
112,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)S(=O)(=O)C,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3'-(methylsulfonyl)biphenyl-3-yl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,113
113,O1CCC2=C1C=CC(=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,"N-{(1R)-1-[3-(2,3-dihydro-1-benzofuran-5-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,114
114,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\C1=CC=CC=C1,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(E)-2-phenylethenyl]phenyl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,115
115,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)N(C)C,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N,N-dimethylbiphenyl-4-carboxamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,116
116,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\C,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(1E)-prop-1-en-1-yl]phenyl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,117
117,C1(=CCCC1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{(1R)-1-[3-(cyclopent-1-en-1-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,118
118,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)NS(=O)(=O)C,"N-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-3-yl)methanesulfonamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,119
119,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)NC(C)=O,"N-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-2-yl)acetamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,120
120,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)S(=O)(=O)C,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[2'-(methylsulfonyl)biphenyl-3-yl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,121
121,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)NS(=O)(=O)C,"N-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-2-yl)methanesulfonamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,122
122,ClC=1C=C(C=C(C1)Cl)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(3,5-dichlorophenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,123
123,C(C1=CC=CC=C1)OC=1C=C(C=CC1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{(1R)-1-[3'-(benzyloxy)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,124
124,ClC=1C=C(C=C(C1)Cl)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[(1R)-1-(3',5'-dichlorobiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,125
125,O1CCOC2=C1C=CC(=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,"N-{(1R)-1-[3-(2,3-dihydro-1,4-benzodioxin-6-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,126
126,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)C=1OC(=NN1)C,"6,7-dimethoxy-2-methyl-N-[1-{5-[3-(5-methyl-1,3,4-oxadiazol-2-yl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,127
127,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=NC=C(C1)S(=O)(=O)C,"6,7-dimethoxy-2-methyl-N-[1-{5-[5-(methylsulfonyl)pyridin-3-yl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,128
128,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=C(C=C1)C=1OC(=NN1)C,"6,7-dimethoxy-2-methyl-N-[1-{5-[4-(5-methyl-1,3,4-oxadiazol-2-yl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,129
129,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=C2C(=NC1)NC=C2,"6,7-dimethoxy-2-methyl-N-{1-[5-(1H-pyrrolo[2,3-b]pyridin-5-yl)thiophen-2-yl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,130
130,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C=CC1)S(=O)(=O)N,"3-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzenesulfonamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,131
131,NC1=NC=C(C=N1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(2-aminopyrimidin-5-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,132
132,C1(CC1)/C=C/C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-{5-[(E)-2-cyclopropylethenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,133
133,C(C)OCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-{5-[2-(ethoxymethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,134
134,FC=1C=C(C=C(C1)OC)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(3-fluoro-5-methoxyphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,135
135,C(C1=CC=CC=C1)OC=1C=C(C=CC1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-{5-[3-(benzyloxy)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,136
136,C(CCC)OC1=C(C(=CC=C1)F)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(2-butoxy-6-fluorophenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,137
137,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C=C1)C(C#N)(C)C,"2-[4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-2-methylpropanenitrile",data/bronze/artifacts/2018_raw.xlsx,Sheet1,138
138,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(CNC(C)=O)C=C1,"N-[4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]acetamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,139
139,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(CNS(=O)(=O)C)C=CC1,"N-[3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]methanesulfonamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,140
140,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(CNS(=O)(=O)C)C=C1,"N-[4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]methanesulfonamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,141
141,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)NCCC)C=C1,"4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-N-propylbenzamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,142
142,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)NCCN(C)C)C=C1,"4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-N-[2-(dimethylamino)ethyl]benzamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,143
143,C/C(=C\C)/C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-{5-[(2E)-but-2-en-2-yl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,144
144,ClC=1C=CC(=C(C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)OCCC,"N-{1-[5-(5-chloro-2-propoxyphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,145
145,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)\C=C\CC1=CC=CC=C1,"6,7-dimethoxy-2-methyl-N-[1-{5-[(1E)-3-phenylprop-1-en-1-yl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,146
146,NC=1C=CC(=C(C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,"N-{1-[5-(5-amino-2-methylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,147
147,CC1=NOC(=C1C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,"N-{1-[5-(3,5-dimethyl-1,2-oxazol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,148
148,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)S(=O)(=O)C,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(methylsulfonyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,149
149,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=C(C=C1)S(=O)(=O)C,"6,7-dimethoxy-2-methyl-N-[1-{5-[4-(methylsulfonyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,150
150,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)OC(F)(F)F,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(trifluoromethoxy)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,151
151,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)OC(F)(F)F,"6,7-dimethoxy-2-methyl-N-[1-{5-[3-(trifluoromethoxy)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,152
152,N1C=CC2=CC(=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(1H-indol-5-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,153
153,O1C=C(C=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(furan-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,154
154,S1C=C(C2=C1C=CC=C2)C2=CC=C(S2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,"N-{1-[5-(1-benzothiophen-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,155
155,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1N(C2=CC=CC=C2C1)C,"6,7-dimethoxy-2-methyl-N-{1-[5-(1-methyl-1H-indol-2-yl)thiophen-2-yl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,156
156,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)\C=C\CCC,"6,7-dimethoxy-2-methyl-N-[1-{5-[(1E)-pent-1-en-1-yl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,157
157,C1(CCCCC1)/C=C/C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-{5-[(E)-2-cyclohexylethenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,158
158,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)OC1=CC=CC=C1,"6,7-dimethoxy-2-methyl-N-{1-[5-(2-phenoxyphenyl)thiophen-2-yl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,159
159,C(C)(C)(C)OC(NC1=CC=C(C=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,"tert-butyl[4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]carbamate",data/bronze/artifacts/2018_raw.xlsx,Sheet1,160
160,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C=CC1)/C=C/C#N,"(2E)-3-[3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]prop-2-enenitrile",data/bronze/artifacts/2018_raw.xlsx,Sheet1,161
161,CC1=C(C=CC(=C1)C)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(2,4-dimethylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,162
162,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1SC(=CC1)C(C)=O,"1-(5'-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-2,2'-bithiophen-5-yl)ethanone",data/bronze/artifacts/2018_raw.xlsx,Sheet1,163
163,O1COC2=C1C=CC(=C2)C2=CC=C(S2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,"N-{1-[5-(1,3-benzodioxol-5-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,164
164,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC2=C(N(CCO2)C)C=C1,"6,7-dimethoxy-2-methyl-N-{1-[5-(4-methyl-3,4-dihydro-2H-1,4-benzoxazin-7-yl)thiophen-2-yl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,165
165,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C=CC1)NS(=O)(=O)C,"N-[3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]methanesulfonamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,166
166,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)NC(C)=O,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]acetamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,167
167,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)OC,"6,7-dimethoxy-N-{1-[5-(3-methoxyphenyl)thiophen-2-yl]ethyl}-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,168
168,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)C(F)(F)F,"6,7-dimethoxy-2-methyl-N-[1-{5-[3-(trifluoromethyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,169
169,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)S(=O)(=O)N(C)C,"2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-N,N-dimethylbenzenesulfonamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,170
