compound_id,assay_id,cell_line,genotype,value_raw,value_num,unit,censor,assay_label,provenance_file,provenance_sheet,provenance_row,meas_kind,limit
313,assay.unknown.iupacs,,,"2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]-2,5,7-triazaspiro[34]octan-6-one",2.0,"-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]-2,5,7-triazaspiro[34]octan-6-one",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,313,IC50,
314,assay.unknown.iupacs,,,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-L-prolinamide",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,314,IC50,
315,assay.unknown.iupacs,,,"N-{1-[5-(2-{[(2,2-difluoroethyl)amino]methyl}phenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,315,IC50,
316,assay.unknown.iupacs,,,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-prolinamide",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,316,IC50,
317,assay.unknown.iupacs,,,"N-[1-{5-[2-(azetidin-1-ylmethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,317,IC50,
318,assay.unknown.iupacs,,,"{1-[(2S)-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]azetidin-2-yl}methanol",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,318,IC50,
319,assay.unknown.iupacs,,,"N-{1-[5-(2-{[3-(dimethylamino)azetidin-1-yl]methyl}phenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,319,IC50,
320,assay.unknown.iupacs,,,"N-[1-(5-{2-[(3,3-difluoroazetidin-1-yl)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,320,IC50,
321,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-{1-[5-(2-{[methyl(2,2,2-trifluoroethyl)amino]methyl}phenyl)thiophen-2-yl]ethyl}quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-{1-[5-(2-{[methyl(2,2,2-trifluoroethyl)amino]methyl}phenyl)thiophen-2-yl]ethyl}quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,321,IC50,
322,assay.unknown.iupacs,,,"N-[1-(5-{2-[(3-fluoroazetidin-1-yl)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,322,IC50,
323,assay.unknown.iupacs,,,"N-[1-(5-{4-chloro-2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,323,IC50,
324,assay.unknown.iupacs,,,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethanone",1.0,"-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethanone",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,324,IC50,
325,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-(5-{2-[2-(pyrrolidin-1-yl)ethoxy]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-[1-(5-{2-[2-(pyrrolidin-1-yl)ethoxy]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,325,IC50,
326,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-(4-{2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine,enantiomer1",6.0,",7-dimethoxy-2-methyl-N-[1-(4-{2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine,enantiomer1",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,326,IC50,
327,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-(4-{2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine,enantiomer2",6.0,",7-dimethoxy-2-methyl-N-[1-(4-{2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine,enantiomer2",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,327,IC50,
328,assay.unknown.iupacs,,,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine,enantiomer1",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,328,IC50,
329,assay.unknown.iupacs,,,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine,enantiomer2",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,329,IC50,
330,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-(2-methyl-1-benzothiophen-4-yl)ethyl]quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-[1-(2-methyl-1-benzothiophen-4-yl)ethyl]quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,330,IC50,
331,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-(thieno[2,3-b]pyridin-4-yl)ethyl]quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-[1-(thieno[2,3-b]pyridin-4-yl)ethyl]quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,331,IC50,
332,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-(thieno[2,3-c]pyridin-4-yl)ethyl]quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-[1-(thieno[2,3-c]pyridin-4-yl)ethyl]quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,332,IC50,
333,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-(thieno[3,2-c]pyridin-4-yl)ethyl]quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-[1-(thieno[3,2-c]pyridin-4-yl)ethyl]quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,333,IC50,
334,assay.unknown.iupacs,,,"N-{(1R)-1-[3-(3,5-dimethyl-1H-pyrazol-4-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,334,IC50,
335,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(5-methyl-1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-{(1R)-1-[3-(5-methyl-1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,335,IC50,
336,assay.unknown.iupacs,,,"N-{(1R)-1-[3-(3,5-dimethyl-1,2-oxazol-4-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,336,IC50,
337,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-5-yl)phenyl]ethyl}quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-5-yl)phenyl]ethyl}quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,337,IC50,
338,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,338,IC50,
339,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1H-pyrazol-5-yl)phenyl]ethyl}quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1H-pyrazol-5-yl)phenyl]ethyl}quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,339,IC50,
340,assay.unknown.iupacs,,,"N-{(1R)-1-[3-(1H-imidazol-1-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,340,IC50,
341,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-1-yl)phenyl]ethyl}quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-1-yl)phenyl]ethyl}quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,341,IC50,
342,assay.unknown.iupacs,,,"N-{(1R)-1-[3-(1H-imidazol-4-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,342,IC50,
343,assay.unknown.iupacs,,,6-(benzyloxy)-N-[(1R)-1-(3-bromophenyl)ethyl]-7-methoxy-2-methylquinazolin-4-amine,6.0,-(benzyloxy)-N-[(1R)-1-(3-bromophenyl)ethyl]-7-methoxy-2-methylquinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,343,IC50,
344,assay.unknown.iupacs,,,6-(benzyloxy)-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,6.0,-(benzyloxy)-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,344,IC50,
345,assay.unknown.iupacs,,,7-methoxy-2-methyl-4-({(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}amino)quinazolin-6-ol,7.0,-methoxy-2-methyl-4-({(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}amino)quinazolin-6-ol,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,345,IC50,
346,assay.unknown.iupacs,,,6-(cyclopropylmethoxy)-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,6.0,-(cyclopropylmethoxy)-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,346,IC50,
347,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-(thiophen-2-yl)ethyl]quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-[1-(thiophen-2-yl)ethyl]quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,347,IC50,
348,assay.unknown.iupacs,,,7-methoxy-6-(2-methoxyethoxy)-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,7.0,-methoxy-6-(2-methoxyethoxy)-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,348,IC50,
349,assay.unknown.iupacs,,,"(1R)-1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]propan-1-ol",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,349,IC50,
350,assay.unknown.iupacs,,,6-butoxy-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,6.0,-butoxy-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,350,IC50,
351,assay.unknown.iupacs,,,7-methoxy-2-methyl-6-(3-methylbutoxy)-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,7.0,-methoxy-2-methyl-6-(3-methylbutoxy)-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,351,IC50,
352,assay.unknown.iupacs,,,"tert-butyl{2-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethyl}carbamate",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,352,IC50,
353,assay.unknown.iupacs,,,7-methoxy-2-methyl-6-(propan-2-yloxy)-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,7.0,-methoxy-2-methyl-6-(propan-2-yloxy)-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,353,IC50,
354,assay.unknown.iupacs,,,7-methoxy-2-methyl-6-(oxetan-3-ylmethoxy)-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,7.0,-methoxy-2-methyl-6-(oxetan-3-ylmethoxy)-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,354,IC50,
355,assay.unknown.iupacs,,,6-ethoxy-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,6.0,-ethoxy-7-methoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,355,IC50,
356,assay.unknown.iupacs,,,6-ethoxy-N-{(1R)-1-[3-(1-ethyl-1H-pyrazol-4-yl)phenyl]ethyl}-7-methoxy-2-methylquinazolin-4-amine,6.0,-ethoxy-N-{(1R)-1-[3-(1-ethyl-1H-pyrazol-4-yl)phenyl]ethyl}-7-methoxy-2-methylquinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,356,IC50,
357,assay.unknown.iupacs,,,"N-[1-{5-[2-(2-aminoethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,357,IC50,
358,assay.unknown.iupacs,,,"tert-butyl{1-[2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethyl}carbamate",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,358,IC50,
359,assay.unknown.iupacs,,,"N-[1-(5-{2-[1-aminoethyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,359,IC50,
360,assay.unknown.iupacs,,,"N-[1-(5-{2-[1-aminoethyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,360,IC50,
361,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(1H-pyrazol-4-yl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-[1-{5-[2-(1H-pyrazol-4-yl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,361,IC50,
362,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-(5-(2-[(phenylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-[1-(5-(2-[(phenylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,362,IC50,
363,assay.unknown.iupacs,,,6-bromo-N-[(1R)-1-(3-chlorophenyl)ethyl]-2-methylquinazolin-4-amine,6.0,-bromo-N-[(1R)-1-(3-chlorophenyl)ethyl]-2-methylquinazolin-4-amine,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,363,IC50,
364,assay.unknown.iupacs,,,"N-[1-(5-(2-[(cyclopentylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,364,IC50,
365,assay.unknown.iupacs,,,"N-[1-(5-(2-[(benzylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,365,IC50,
366,assay.unknown.iupacs,,,"N-[1-(5-(2-[(butylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,366,IC50,
367,assay.unknown.iupacs,,,"N-[1-(5-(2-[(ethylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,367,IC50,
368,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(1H-tetrazol-5-yl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-[1-{5-[2-(1H-tetrazol-5-yl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,368,IC50,
369,assay.unknown.iupacs,,,"6,7-dimethoxy-N-{1-[5-(2-{[(2-methoxyethyl)amino]methyl}phenyl)thiophen-2-yl]ethyl}-2-methylquinazolin-4-amine",6.0,",7-dimethoxy-N-{1-[5-(2-{[(2-methoxyethyl)amino]methyl}phenyl)thiophen-2-yl]ethyl}-2-methylquinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,369,IC50,
370,assay.unknown.iupacs,,,"N-[1-(5-{2-[(cyclopropylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,370,IC50,
371,assay.unknown.iupacs,,,methyl4-{[(1R)-1-(3-chlorophenyl)ethyl]amino}-2-methylquinazoline-6-carboxylate,,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,371,IC50,
372,assay.unknown.iupacs,,,4-{[(1R)-1-(3-chlorophenyl)ethyl]amino}-2-methylquinazoline-6-carboxylicacid,4.0,-{[(1R)-1-(3-chlorophenyl)ethyl]amino}-2-methylquinazoline-6-carboxylicacid,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,372,IC50,
373,assay.unknown.iupacs,,,(4-{[(1R)-1-(3-chlorophenyl)ethyl]amino}-2-methylquinazolin-6-yl)methanol,,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,373,IC50,
374,assay.unknown.iupacs,,,"[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl](phenyl)methanol",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,374,IC50,
375,assay.unknown.iupacs,,,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-3-phenylpropan-1-ol",1.0,"-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-3-phenylpropan-1-ol",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,375,IC50,
376,assay.unknown.iupacs,,,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-2-phenylethanol",1.0,"-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-2-phenylethanol",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,376,IC50,
377,assay.unknown.iupacs,,,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]pentan-1-ol",1.0,"-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]pentan-1-ol",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,377,IC50,
378,assay.unknown.iupacs,,,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]prop-2-yn-1-ol",1.0,"-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]prop-2-yn-1-ol",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,378,IC50,
379,assay.unknown.iupacs,,,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-2-methylpropan-1-ol",1.0,"-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-2-methylpropan-1-ol",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,379,IC50,
380,assay.unknown.iupacs,,,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-2,2,2-trifluoroethanol",1.0,"-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-2,2,2-trifluoroethanol",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,380,IC50,
381,assay.unknown.iupacs,,,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)-4-methylthiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,381,IC50,
382,assay.unknown.iupacs,,,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-2-hydroxyacetamide",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,382,IC50,
383,assay.unknown.iupacs,,,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-2-methoxyacetamide",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,383,IC50,
384,assay.unknown.iupacs,,,"N-(1-(5-(4-bromo-2-((dimethylamino)methyl)phenyl)thiophen-2-yl)ethyl)-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,384,IC50,
385,assay.unknown.iupacs,,,"thiophen-2-yl)ethyl)-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,385,IC50,
386,assay.unknown.iupacs,,,"6,7-dimethoxy-2-methyl-N-(1-{5-[2-methyl-4-(trifluoromethyl)phenyl]-2-thienyl}ethyl)quinazolin-4-amine",6.0,",7-dimethoxy-2-methyl-N-(1-{5-[2-methyl-4-(trifluoromethyl)phenyl]-2-thienyl}ethyl)quinazolin-4-amine",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,386,IC50,
387,assay.unknown.iupacs,,,"tert-butyl[4-chloro-2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]carbamate",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,387,IC50,
388,assay.unknown.iupacs,,,"4-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)pyridin-2-ol",4.0,"-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)pyridin-2-ol",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,388,IC50,
389,assay.unknown.iupacs,,,"N-{1-[3-(benzyloxy)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,389,IC50,
390,assay.unknown.iupacs,,,"N-[1-(5-{2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine,enantiomer1",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,390,IC50,
391,assay.unknown.iupacs,,,"N-[1-(5-{2-[(dimethylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine,enantiomer2",,,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,391,IC50,
392,assay.unknown.iupacs,,,2-(4-{[(1R)-1-(3-chlorophenyl)ethyl]amino}-2-methylquinazolin-6-yl)propan-2-ol,2.0,-(4-{[(1R)-1-(3-chlorophenyl)ethyl]amino}-2-methylquinazolin-6-yl)propan-2-ol,,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,392,IC50,
393,assay.unknown.iupacs,,,"2-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-2-yl)acetamide",2.0,"-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-2-yl)acetamide",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,393,IC50,
394,assay.unknown.iupacs,,,"2-(2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]acetamide",2.0,"-(2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]acetamide",,iupacs,raw/2018_WO2018172250_raw.xlsx,Sheet1,394,IC50,
