compound_id,assay_id,panel_id,cell_line,value_raw,value_num,unit,censor,assay_label,provenance_file,provenance_sheet,provenance_row,meas_kind,table_id,compound_name_raw
28,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,28,IC50,table7,
29,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,29,IC50,table7,
30,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,30,IC50,table7,
31,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.72 μM,1.72,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,31,IC50,table7,
32,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,32,IC50,table7,
33,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,33,IC50,table7,
34,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,34,IC50,table7,
35,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,35,IC50,table7,
36,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,36,IC50,table7,
37,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,37,IC50,table7,
38,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,38,IC50,table7,
39,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,39,IC50,table7,
40,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,40,IC50,table7,
41,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,41,IC50,table7,
42,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,42,IC50,table7,
43,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,43,IC50,table7,
44,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.87 μM,1.87,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,44,IC50,table7,
45,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,45,IC50,table7,
46,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,46,IC50,table7,
47,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,47,IC50,table7,
48,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,48,IC50,table7,
49,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,49,IC50,table7,
50,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,50,IC50,table7,
51,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,51,IC50,table7,
52,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,52,IC50,table7,
53,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,53,IC50,table7,
54,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,54,IC50,table7,
55,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,55,IC50,table7,
56,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.70 μM,1.7,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,56,IC50,table7,
57,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,57,IC50,table7,
58,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,58,IC50,table7,
59,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,59,IC50,table7,
60,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,60,IC50,table7,
61,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,61,IC50,table7,
62,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,62,IC50,table7,
63,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,63,IC50,table7,
64,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,64,IC50,table7,
65,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,65,IC50,table7,
66,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,66,IC50,table7,
67,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,67,IC50,table7,
68,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.38 μM,1.38,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,68,IC50,table7,
69,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.78 μM,1.78,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,69,IC50,table7,
70,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.99 μM,1.99,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,70,IC50,table7,
71,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.79 μM,1.79,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,71,IC50,table7,
72,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.79 μM,1.79,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,72,IC50,table7,
73,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,73,IC50,table7,
74,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,74,IC50,table7,
75,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.70 μM,1.7,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,75,IC50,table7,
76,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,76,IC50,table7,
77,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.84 μM,1.84,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,77,IC50,table7,
78,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,78,IC50,table7,
79,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,79,IC50,table7,
80,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,80,IC50,table7,
81,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,81,IC50,table7,
82,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,82,IC50,table7,
83,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,83,IC50,table7,
84,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,84,IC50,table7,
85,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,85,IC50,table7,
86,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.19 μM,1.19,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,86,IC50,table7,
87,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,87,IC50,table7,
88,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,88,IC50,table7,
89,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,89,IC50,table7,
90,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,90,IC50,table7,
91,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,91,IC50,table7,
92,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,92,IC50,table7,
93,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,93,IC50,table7,
94,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,94,IC50,table7,
95,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,0.94 μM,0.94,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,95,IC50,table7,
96,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,96,IC50,table7,
97,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,97,IC50,table7,
98,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,98,IC50,table7,
99,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.29 μM,1.29,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,99,IC50,table7,
100,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,100,IC50,table7,
101,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,101,IC50,table7,
102,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.64 μM,1.64,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,102,IC50,table7,
103,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,103,IC50,table7,
104,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,1.68 μM,1.68,μM,,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,104,IC50,table7,
105,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,105,IC50,table7,
106,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,106,IC50,table7,
107,assay.cell.cytotoxicity.ic50.um.luad.a549,luad,A549,> 2 μM,2,μM,gt,A549,raw/2017_1020170094694_raw.xlsx,표5~표14,107,IC50,table7,
1,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,1,IC50,table7,
2,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,2,IC50,table7,
3,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,3,IC50,table7,
4,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.65 μM,1.65,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,4,IC50,table7,
5,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,5,IC50,table7,
6,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,6,IC50,table7,
7,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,7,IC50,table7,
8,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,8,IC50,table7,
9,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,9,IC50,table7,
10,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,10,IC50,table7,
11,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,11,IC50,table7,
12,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,12,IC50,table7,
13,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,13,IC50,table7,
14,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,14,IC50,table7,
15,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,15,IC50,table7,
16,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,16,IC50,table7,
17,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,17,IC50,table7,
18,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,18,IC50,table7,
19,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,19,IC50,table7,
20,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.58 μM,1.58,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,20,IC50,table7,
21,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,21,IC50,table7,
22,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,22,IC50,table7,
23,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,23,IC50,table7,
24,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,24,IC50,table7,
25,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,25,IC50,table7,
26,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,26,IC50,table7,
27,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,27,IC50,table7,
28,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.60 μM,1.6,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,28,IC50,table7,
29,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.77 μM,1.77,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,29,IC50,table7,
30,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,30,IC50,table7,
31,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.42 μM,1.42,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,31,IC50,table7,
32,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,32,IC50,table7,
33,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.78 μM,1.78,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,33,IC50,table7,
34,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,34,IC50,table7,
35,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,35,IC50,table7,
36,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,36,IC50,table7,
37,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,37,IC50,table7,
38,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,38,IC50,table7,
39,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,39,IC50,table7,
40,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,40,IC50,table7,
41,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,41,IC50,table7,
42,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,42,IC50,table7,
43,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,43,IC50,table7,
44,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.75 μM,1.75,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,44,IC50,table7,
45,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,45,IC50,table7,
46,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,46,IC50,table7,
47,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,47,IC50,table7,
48,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,48,IC50,table7,
49,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,49,IC50,table7,
50,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,50,IC50,table7,
51,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.62 μM,1.62,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,51,IC50,table7,
52,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,52,IC50,table7,
53,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,53,IC50,table7,
54,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,54,IC50,table7,
55,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,55,IC50,table7,
56,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.90 μM,1.9,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,56,IC50,table7,
57,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,57,IC50,table7,
58,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,58,IC50,table7,
59,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.81 μM,1.81,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,59,IC50,table7,
60,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,60,IC50,table7,
61,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,61,IC50,table7,
62,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,62,IC50,table7,
63,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,63,IC50,table7,
64,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,64,IC50,table7,
65,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,65,IC50,table7,
66,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,66,IC50,table7,
67,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,> 2 μM,2,μM,gt,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,67,IC50,table7,
68,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.41 μM,1.41,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,68,IC50,table7,
69,assay.cell.cytotoxicity.ic50.um.luad.nci-h460,luad,NCI-H460,1.62 μM,1.62,μM,,NCI-H460,raw/2017_1020170094694_raw.xlsx,표5~표14,69,IC50,table7,
