compound_id,iupac_name,smiles_raw,KRAS-SOS1 Interaction,KRAS-Activation by SOS high GTP,KRAS-Activation by SOS no GTP,EGFR kinase inhibition IC50,provenance_file,provenance_sheet,provenance_row
77,"N-[(1R)-1-(5'-chloro-2'-propoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",ClC=1C=CC(=C(C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)OCCC,7.88e-06,9.83e-06,1.99e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,78
78,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(1E)-3-phenylprop-1-en-1-yl]phenyl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\CC1=CC=CC=C1,8.55e-06,0.45,0.31,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,79
79,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4'-(morpholin-4-yl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)N1CCOCC1,1.55e-06,9.37e-07,1.85e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,80
80,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3'-(morpholin-4-yl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)N1CCOCC1,7.21e-07,7.11e-07,1.12e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,81
81,"N-{(1R)-1-[2'-(benzyloxy)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C1=CC=CC=C1)OC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.42,0.33,0.24,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,82
82,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4'-(methylsulfonyl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)S(=O)(=O)C,5.98e-07,8.57e-07,1e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,83
83,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[2'-(trifluoromethoxy)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)OC(F)(F)F,8.5e-06,7.85e-06,1.74e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,84
84,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3'-(trifluoromethoxy)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)OC(F)(F)F,5.33e-06,7.29e-06,1.1e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,85
85,"N-{(1R)-1-[3-(1H-indol-5-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1C=CC2=CC(=CC=C12)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,8.87e-07,7.58e-07,1.26e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,86
86,"N-{(1R)-1-[3-(furan-3-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",O1C=C(C=C1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,5.81e-07,9.35e-07,8.93e-07,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,87
87,"N-{(1R)-1-[3-(1-benzothiophen-3-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",S1C=C(C2=C1C=CC=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,4.42e-06,3.48e-06,7.42e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,88
88,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1H-indol-2-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1N(C2=CC=CC=C2C1)C,3.58e-06,2.58e-06,8.18e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,89
89,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(1E)-pent-1-en-1-yl]phenyl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\CCC,1.88e-06,2.88e-06,4.28e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,90
90,"N-[(1R)-1-{3-[(E)-2-cyclohexylethenyl]phenyl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CCCCC1)/C=C/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.1e-05,0.48,0.33,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,91
91,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(2'-phenoxybiphenyl-3-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)OC1=CC=CC=C1,1.5e-05,0.38,0.38,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,92
92,"tert-butyl(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-4-yl)carbamate",C(C)(C)(C)OC(NC1=CC=C(C=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,4.7e-06,3.87e-06,9.26e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,93
93,"(2E)-3-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-3-yl)prop-2-enenitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)/C=C/C#N,1.85e-06,1.58e-06,2.89e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,94
94,"N-[(1R)-1-(2',4'-dimethylbiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",CC1=C(C=CC(=C1)C)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.42e-06,3.14e-06,4.28e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,95
95,"1-[5-(3-((1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)thiophen-2-yl]ethanone",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(S1)C(C)=O,8.91e-07,4.73e-07,1.98e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,96
96,"N-{(1R)-1-[3-(1,3-benzodioxol-5-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",O1COC2=C1C=CC(=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,1.84e-06,1.09e-06,1.39e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,97
97,"N-{(1R)-1-[4'-(benzyloxy)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C1=CC=CC=C1)OC1=CC=C(C=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.39,0.28,0.38,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,98
98,"N-{1-[5-(2,3-dihydro-1,4-benzodioxin-6-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",O1CCOC2=C1C=CC(=C2)C2=CC=C(S2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,1.81e-05,0.43,0.24,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,99
99,"6,7-dimethoxy-N-[(1R)-1-(3'-methoxybiphenyl-3-yl)ethyl]-2-methylquinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)OC,2.18e-06,1.42e-06,2.63e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,100
100,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3'-(trifluoromethyl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)C(F)(F)F,2.18e-08,1.42e-08,2.63e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,101
101,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N,N-dimethylbiphenyl-2-sulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C(=CC=CC1)S(=O)(=O)N(C)C,7.15e-07,8.97e-07,1.8e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,102
102,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(2'-propoxybiphenyl-3-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)OCCC,8.38e-06,3.58e-06,1.15e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,103
103,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N,N-dimethylbiphenyl-2-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C(=CC=CC1)C(=O)N(C)C,1.44e-06,2.48e-06,2.74e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,104
104,"6,7-dimethoxy-N-{(1R)-1-[2'-(methoxymethyl)biphenyl-3-yl]ethyl}-2-methylquinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)COC,1.82e-06,1.99e-06,2.52e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,105
105,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1H-indol-5-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=C2C=CN(C2=CC1)C,2.4e-06,1.39e-06,2.77e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,106
106,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N,N-dimethylbiphenyl-3-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)C(=O)N(C)C,1.41e-06,1.53e-06,2.95e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,107
107,"[5-(3-((1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)thiophen-2-yl]methanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(S1)CO,3.19e-07,4.87e-07,4.38e-07,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,108
108,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(3-methylpyridin-4-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C1=C(C=NC=C1)C,8.21e-07,9.01e-07,1.41e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,109
109,"N-{(1R)-1-[3-(1H-indol-6-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1C=CC2=CC=C(C=C12)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.99e-06,3.92e-07,1.41e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,110
110,"N-{(1R)-1-[3-(1H-indol-4-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1C=CC2=C(C=CC=C12)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.94e-06,9.08e-07,1.19e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,111
111,"6,7-dimethoxy-N-{(1R)-1-[3-(2-methoxypyrimidin-5-yl)phenyl]ethyl}-2-methylquinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NC(=NC1)OC,2.18e-06,1.67e-06,3.34e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,112
112,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3'-(methylsulfonyl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)S(=O)(=O)C,6.98e-07,9.48e-07,1.12e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,113
113,"N-{(1R)-1-[3-(2,3-dihydro-1-benzofuran-5-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",O1CCC2=C1C=CC(=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,1.35e-06,8.39e-07,2.19e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,114
114,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(E)-2-phenylethenyl]phenyl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\C1=CC=CC=C1,5.28e-06,2.39e-06,9.21e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,115
115,"3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-N,N-dimethylbiphenyl-4-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)N(C)C,8.85e-07,8.92e-07,1.57e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,116
116,"6,7-dimethoxy-2-methyl-N-[(1R)-1-{3-[(1E)-prop-1-en-1-yl]phenyl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\C,1.08e-06,1.15e-06,1.72e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,117
117,"N-{(1R)-1-[3-(cyclopent-1-en-1-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(=CCCC1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.85e-06,1.35e-06,3.98e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,118
118,"N-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-3-yl)methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)NS(=O)(=O)C,5.29e-07,4.81e-07,7.74e-07,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,119
119,"N-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-2-yl)acetamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)NC(C)=O,8.58e-07,1.28e-06,1.48e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,120
120,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[2'-(methylsulfonyl)biphenyl-3-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)S(=O)(=O)C,1.59e-06,2.02e-06,3.53e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,121
121,"N-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-2-yl)methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)NS(=O)(=O)C,4.52e-07,6.79e-07,7.91e-07,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,122
122,"N-{1-[5-(3,5-dichlorophenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",ClC=1C=C(C=C(C1)Cl)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.48,0.17,0.21,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,123
123,"N-{(1R)-1-[3'-(benzyloxy)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C1=CC=CC=C1)OC=1C=C(C=CC1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.52,1.31e-05,0.42,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,124
124,"N-[(1R)-1-(3',5'-dichlorobiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",ClC=1C=C(C=C(C1)Cl)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.83e-05,9.39e-06,0.37,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,125
125,"N-{(1R)-1-[3-(2,3-dihydro-1,4-benzodioxin-6-yl)phenyl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",O1CCOC2=C1C=CC(=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2.03e-06,1.99e-06,2.94e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,126
126,"6,7-dimethoxy-2-methyl-N-[1-{5-[3-(5-methyl-1,3,4-oxadiazol-2-yl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)C=1OC(=NN1)C,0.52,0.31,0.11,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,127
127,"6,7-dimethoxy-2-methyl-N-[1-{5-[5-(methylsulfonyl)pyridin-3-yl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=NC=C(C1)S(=O)(=O)C,1.78e-05,0.44,0.42,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,128
128,"6,7-dimethoxy-2-methyl-N-[1-{5-[4-(5-methyl-1,3,4-oxadiazol-2-yl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=C(C=C1)C=1OC(=NN1)C,1.39e-05,1.89e-05,0.16,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,129
129,"6,7-dimethoxy-2-methyl-N-{1-[5-(1H-pyrrolo[2,3-b]pyridin-5-yl)thiophen-2-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=C2C(=NC1)NC=C2,1.48e-06,2.38e-06,3.45e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,130
130,"3-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzenesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C=CC1)S(=O)(=O)N,3.43e-06,4.31e-06,1.17e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,131
131,"N-{1-[5-(2-aminopyrimidin-5-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NC1=NC=C(C=N1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.23e-06,3.37e-06,5.94e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,132
132,"N-[1-{5-[(E)-2-cyclopropylethenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CC1)/C=C/C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,8.58e-06,8.05e-06,0.46,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,133
133,"N-[1-{5-[2-(ethoxymethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C)OCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,4.3e-06,4.03e-06,5.67e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,134
134,"N-{1-[5-(3-fluoro-5-methoxyphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",FC=1C=C(C=C(C1)OC)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.43,0.23,0.27,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,135
135,"N-[1-{5-[3-(benzyloxy)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C(C1=CC=CC=C1)OC=1C=C(C=CC1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.28,0.05,0.13,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,136
136,"N-{1-[5-(2-butoxy-6-fluorophenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(CCC)OC1=C(C(=CC=C1)F)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.37,0.29,0.18,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,137
137,"2-[4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-2-methylpropanenitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C=C1)C(C#N)(C)C,0.48,0.38,0.32,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,138
138,"N-[4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]acetamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(CNC(C)=O)C=C1,5.57e-06,7.43e-06,0.4,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,139
139,"N-[3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(CNS(=O)(=O)C)C=CC1,4.7e-06,6.13e-06,0.41,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,140
140,"N-[4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(CNS(=O)(=O)C)C=C1,5.33e-06,5.26e-06,0.33,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,141
141,"4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-N-propylbenzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)NCCC)C=C1,5.83e-06,0.25,1.11e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,142
142,"4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-N-[2-(dimethylamino)ethyl]benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)NCCN(C)C)C=C1,1.01e-06,1.81e-06,1.92e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,143
143,"N-[1-{5-[(2E)-but-2-en-2-yl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C/C(=C\C)/C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,7.84e-06,8.78e-06,1.78e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,144
144,"N-{1-[5-(5-chloro-2-propoxyphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",ClC=1C=CC(=C(C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)OCCC,0.3,0.12,0.19,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,145
145,"6,7-dimethoxy-2-methyl-N-[1-{5-[(1E)-3-phenylprop-1-en-1-yl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)\C=C\CC1=CC=CC=C1,0.4,0.18,0.11,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,146
146,"N-{1-[5-(5-amino-2-methylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NC=1C=CC(=C(C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,9.11e-07,1.5e-06,1.48e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,147
147,"N-{1-[5-(3,5-dimethyl-1,2-oxazol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",CC1=NOC(=C1C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,3.97e-07,7.87e-07,8.58e-07,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,148
148,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(methylsulfonyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)S(=O)(=O)C,1.41e-06,3.48e-06,3.96e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,149
149,"6,7-dimethoxy-2-methyl-N-[1-{5-[4-(methylsulfonyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=C(C=C1)S(=O)(=O)C,2.38e-06,4.39e-06,0.17,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,150
